Czas w sekundach;Wartość funkcji celu
0;48746
1;37474
2;27253
3;22213
4;17883
5;14061
6;12289
7;11433
8;10546
9;9491
10;9206
11;8489
12;7972
13;7405
14;7321
15;7188
16;7014
17;6983
18;6934
19;6902
20;6742
21;6742
22;6742
23;6742
24;6742
25;6742
26;6742
27;6742
28;6742
29;6742
30;6742
31;6742
32;6742
33;6742
34;6742
35;6742
36;6742
37;6742
38;6742
39;6742
40;6742
41;6742
42;6742
43;6742
44;6742
45;6742
46;6742
47;6742
48;6742
49;6742
50;6742
51;6742
52;6742
53;6742
54;6742
55;6742
56;6742
57;6742
58;6742
59;6742
60;6742
