Czas w sekundach;Wartość funkcji celu
0;3023
1;2616
2;2401
3;2401
4;2401
5;2383
6;2379
7;2379
8;2335
9;2189
10;1761
11;1223
12;1103
13;1049
14;900
15;817
16;690
17;675
18;675
19;675
20;675
21;675
22;675
23;675
24;675
25;675
26;675
27;675
28;675
29;675
30;675
31;675
32;675
33;675
34;675
35;675
36;675
37;675
38;675
39;675
40;675
41;675
42;675
43;675
44;675
45;675
46;675
47;675
48;675
49;675
50;675
51;675
52;675
53;675
54;675
55;675
56;675
57;675
58;675
59;675
60;675
