Czas w sekundach;Wartość funkcji celu
0;48182
1;44652
2;41948
3;41948
4;35032
5;31194
6;30376
7;24225
8;21700
9;17280
10;14285
11;12412
12;11444
13;10542
14;9685
15;8979
16;8141
17;7904
18;7671
19;7482
20;7426
21;7400
22;7143
23;6925
24;6919
25;6919
26;6919
27;6919
28;6919
29;6919
30;6919
31;6919
32;6919
33;6919
34;6919
35;6919
36;6919
37;6919
38;6919
39;6919
40;6919
41;6919
42;6919
43;6919
44;6919
45;6919
46;6919
47;6919
48;6919
49;6919
50;6919
51;6919
52;6919
53;6919
54;6919
55;6919
56;6919
57;6919
58;6919
59;6919
60;6919
