Czas w sekundach;Wartość funkcji celu
0;40998
1;38268
2;37145
3;37145
4;37145
5;36501
6;36124
7;36124
8;36124
9;36124
10;36016
11;35430
12;35430
13;35430
14;34488
15;34488
16;34468
17;34468
18;34468
19;33660
20;33660
21;32957
22;32558
23;32249
24;31312
25;28866
26;28866
27;28530
28;27530
29;27530
30;27530
31;27530
32;26445
33;26023
34;25995
35;25390
36;25390
37;24110
38;24110
39;23475
40;23400
41;23174
42;22608
43;22608
44;21980
45;21980
46;21980
47;21980
48;21980
49;21980
50;21980
51;21760
52;21701
53;21701
54;21701
55;21701
56;21246
57;21246
58;21246
59;20751
60;20751
