Czas w sekundach;Wartość funkcji celu
0;48798
1;43550
2;43550
3;42205
4;42205
5;39527
6;37780
7;37780
8;37780
9;37780
10;32763
11;27031
12;22857
13;20684
14;18710
15;18709
16;17660
17;15739
18;13160
19;12110
20;10639
21;10023
22;9268
23;9268
24;9136
25;9136
26;8975
27;8470
28;8079
29;7876
30;7767
31;7665
32;7601
33;7574
34;7314
35;7314
36;7210
37;7168
38;7168
39;7168
40;7168
41;7168
42;7168
43;7168
44;7168
45;7168
46;7168
47;7168
48;7168
49;7168
50;7168
51;7168
52;7168
53;7168
54;7168
55;7168
56;7168
57;7168
58;7168
59;7168
60;7168
