Czas w sekundach;Wartość funkcji celu
0;47380
1;9817
2;7480
3;7480
4;7480
5;7480
6;7480
7;7480
8;7480
9;7480
10;7480
11;7480
12;7480
13;7480
14;7480
15;7480
16;7480
17;7480
18;7480
19;7480
20;7480
21;7480
22;7480
23;7480
24;7480
25;7480
26;7480
27;7480
28;7480
29;7480
30;7480
31;7480
32;7480
33;7480
34;7480
35;7480
36;7480
37;7480
38;7480
39;7480
40;7480
41;7480
42;7480
43;7480
44;7480
45;7480
46;7480
47;7480
48;7480
49;7480
50;7480
51;7480
52;7480
53;7480
54;7480
55;7480
56;7480
57;7480
58;7480
59;7480
60;7480
