Czas w sekundach;Wartość funkcji celu
0;44851
1;43209
2;43209
3;43209
4;43209
5;43209
6;43209
7;43209
8;43209
9;43209
10;43209
11;43209
12;43209
13;43209
14;43209
15;43209
16;43209
17;43209
18;43209
19;43209
20;43209
21;43209
22;43209
23;43209
24;43209
25;43209
26;43209
27;43209
28;43209
29;43209
30;43209
31;43209
32;43209
33;43209
34;43209
35;43209
36;43209
37;43209
38;43209
39;43209
40;43209
41;43209
42;43209
43;43209
44;43209
45;43209
46;43209
47;43209
48;43209
49;43209
50;43209
51;43209
52;43209
53;43209
54;43209
55;43209
56;43209
57;43209
58;43209
59;43209
60;43209
