Czas w sekundach;Wartość funkcji celu
0;21084
1;21084
2;21084
3;21084
4;21084
5;21084
6;21084
7;21084
8;21084
9;21084
10;21084
11;21084
12;15285
13;11207
14;9936
15;8160
16;7469
17;6864
18;6546
19;6534
20;6534
21;6534
22;6534
23;6534
24;6534
25;6534
26;6534
27;6534
28;6534
29;6534
30;6534
31;6534
32;6534
33;6534
34;6534
35;6534
36;6534
37;6534
38;6534
39;6534
40;6534
41;6534
42;6534
43;6534
44;6534
45;6534
46;6534
47;6534
48;6534
49;6534
50;6534
51;6534
52;6534
53;6534
54;6534
55;6534
56;6534
57;6534
58;6534
59;6534
60;6534
