Czas w sekundach;Wartość funkcji celu
0;23448
1;23448
2;23448
3;23448
4;23448
5;23448
6;23448
7;23448
8;23448
9;23448
10;23448
11;23448
12;23448
13;19664
14;19664
15;19161
16;16510
17;12475
18;10267
19;9513
20;9123
21;8293
22;8039
23;7737
24;7595
25;7595
26;7521
27;7175
28;7175
29;7175
30;7175
31;7175
32;7175
33;7175
34;7175
35;7175
36;7175
37;7175
38;7175
39;7175
40;7175
41;7175
42;7175
43;7175
44;7175
45;7175
46;7175
47;7175
48;7175
49;7175
50;7175
51;7175
52;7175
53;7175
54;7175
55;7175
56;7175
57;7175
58;7175
59;7175
60;7175
