Czas w sekundach;Wartość funkcji celu
0;49154
1;46670
2;46670
3;46670
4;46670
5;46670
6;46670
7;46670
8;46670
9;46670
10;46670
11;46670
12;46670
13;46670
14;46670
15;46670
16;46670
17;46670
18;46670
19;46670
20;46670
21;46670
22;46670
23;46670
24;46670
25;46670
26;46670
27;46670
28;46670
29;46670
30;46670
31;46670
32;46670
33;46670
34;46670
35;46670
36;46670
37;46670
38;46670
39;46670
40;46670
41;46670
42;46670
43;46670
44;46670
45;46670
46;46670
47;46670
48;46670
49;46670
50;46670
51;46670
52;46670
53;46670
54;46670
55;46670
56;46670
57;46670
58;46670
59;46670
60;46670
60;46670
