Czas w sekundach;Wartość funkcji celu
0;47992
1;43504
2;41014
3;37854
4;24495
5;15366
6;11128
7;8996
8;8086
9;7530
10;7297
11;7284
12;7284
13;7284
14;7284
15;7284
16;7284
17;7284
18;7284
19;7284
20;7284
21;7284
22;7284
23;7284
24;7284
25;7284
26;7284
27;7284
28;7284
29;7284
30;7284
31;7284
32;7284
33;7284
34;7284
35;7284
36;7284
37;7284
38;7284
39;7284
40;7284
41;7284
42;7284
43;7284
44;7284
45;7284
46;7284
47;7284
48;7284
49;7284
50;7284
51;7284
52;7284
53;7284
54;7284
55;7284
56;7284
57;7284
58;7284
59;7284
60;7284
