second;swapAC;insertAC;invertAC;3optAC;
1;1682;1633;2751;1785
2;1682;1633;2751;1785
3;1682;1633;2751;1778
4;1682;1609;2751;1778
5;1682;1609;2751;1778
6;1682;1609;2751;1778
7;1682;1609;2751;1778
8;1677;1609;2751;1778
9;1655;1609;2751;1778
10;1655;1609;2751;1778
11;1655;1609;2751;1778
12;1655;1609;2751;1778
13;1655;1609;2751;1778
14;1655;1609;2751;1778
15;1655;1609;2751;1778
16;1655;1609;2751;1778
17;1655;1609;2751;1778
18;1655;1609;2751;1778
19;1655;1609;2751;1778
20;1655;1609;2751;1778
21;1655;1609;2751;1778
22;1655;1609;2751;1731
23;1655;1609;2751;1731
24;1655;1609;2751;1731
25;1655;1609;2751;1731
26;1655;1609;2751;1731
27;1655;1609;2751;1731
28;1628;1609;2751;1731
29;1628;1609;2751;1731
30;1628;1609;2751;1731
31;1618;1609;2751;1710
32;1618;1609;2751;1710
33;1618;1609;2751;1710
34;1618;1609;2751;1710
35;1618;1609;2751;1710
36;1618;1609;2751;1710
37;1618;1609;2751;1710
38;1618;1609;2751;1710
39;1618;1609;2751;1710
40;1618;1609;2751;1710
41;1618;1609;2751;1710
42;1618;1609;2751;1710
43;1618;1609;2751;1710
44;1618;1609;2751;1710
45;1618;1609;2751;1710
46;1618;1609;2751;1710
47;1618;1609;2751;1710
48;1618;1609;2751;1710
49;1618;1609;2751;1710
50;1618;1609;2751;1710
51;1618;1609;2751;1710
52;1618;1609;2751;1710
53;1618;1609;2751;1710
54;1618;1609;2751;1710
55;1618;1609;2751;1710
56;1618;1609;2751;1710
57;1618;1609;2751;1710
58;1618;1609;2751;1710
59;1618;1609;2751;1710
60;1618;1609;2751;1710
