second;swapAC;insertAC;invertAC;3optAC;
1;275773;617929;148471;869633
2;208818;505046;73695;869633
3;177868;391229;46951;869633
4;161521;318790;45535;869633
5;147737;269805;45535;869633
6;139820;228719;45535;869633
7;135677;204421;45535;869633
8;131409;178892;45535;869633
9;130007;157192;45535;869633
10;129369;142258;45535;869633
11;128789;127204;45535;869633
12;128789;115797;45535;869633
13;128789;105790;45535;869633
14;128543;98532;45535;869633
15;128140;92440;45535;869633
16;127476;86396;45535;869633
17;126577;84562;45535;869633
18;126050;80633;45535;869633
19;126050;74856;45535;863260
20;126050;72989;45535;863260
21;126050;72383;45535;863260
22;126050;72163;45535;863260
23;126050;71944;45535;863260
24;126050;71901;45535;863260
25;126050;71901;45535;863260
26;126050;71901;45535;863260
27;126050;71901;45535;863260
28;126050;71901;45535;863260
29;124476;71901;45535;863260
30;124195;71901;45535;863260
31;124195;71901;45535;863260
32;124110;71901;45535;863260
33;124110;71901;45535;863260
34;124110;71901;45535;863260
35;124110;71901;45535;863260
36;124110;71901;45535;863260
37;124110;71901;45535;863260
38;124110;71901;45535;863260
39;124110;71901;45535;857017
40;124110;71901;45535;857017
41;124110;71901;45535;857017
42;124110;71901;45535;857017
43;123798;71901;45535;857017
44;123709;71901;45535;857017
45;122016;71901;45535;857017
46;121792;71901;45535;857017
47;121792;71901;45535;857017
48;121792;71901;45535;857017
49;121740;71901;45499;857017
50;121740;71868;45499;857017
51;121740;71691;45499;857017
52;121660;71691;45499;857017
53;121660;71691;45499;857017
54;121660;71086;45499;857017
55;121660;69420;45499;857017
56;121660;69346;45499;857017
57;121660;69346;45499;857017
58;121660;69346;45499;850785
59;121660;69346;45499;850785
60;121660;69346;45499;850785
