Czas w sekundach;Wartość funkcji celu
0;54922
1;54922
2;54922
3;54922
4;54922
5;54922
6;54922
7;54922
8;54922
9;54922
10;54922
11;54922
12;54922
13;54922
14;54922
15;54922
16;54922
17;54922
18;54922
19;54922
20;54922
21;54922
22;54922
23;54922
24;54922
25;54922
26;54922
27;54922
28;54922
29;54922
30;54922
31;54922
32;54922
33;54922
34;54922
35;54922
36;54922
37;54922
38;54922
39;54922
40;54922
41;54922
42;54922
43;54922
44;54922
45;54922
46;54922
47;54922
48;54922
49;54922
50;54922
51;54922
52;54922
53;54922
54;54922
55;54922
56;54922
57;54922
58;54922
59;54922
60;54922
