Czas w sekundach;Wartość funkcji celu
0;7626
1;6896
2;6896
3;6896
4;6896
5;6896
6;6896
7;6896
8;6896
9;6896
10;6896
11;6896
12;6896
13;6896
14;6896
15;6896
16;6896
17;6896
18;6896
19;6896
20;6896
21;6896
22;6896
23;6896
24;6896
25;6896
26;6896
27;6896
28;6896
29;6896
30;6896
31;6896
32;6896
33;6896
34;6896
35;6896
36;6896
37;6896
38;6896
39;6896
40;6896
41;6896
42;6896
43;6896
44;6896
45;6896
46;6896
47;6896
48;6896
49;6896
50;6896
51;6896
52;6896
53;6896
54;6896
55;6896
56;6896
57;6896
58;6896
59;6896
60;6896
60;6896
