Czas w sekundach;Wartość funkcji celu
0;54247
1;54247
2;54247
3;54247
4;54247
5;54247
6;54247
7;54247
8;54247
9;54247
10;54247
11;54247
12;54247
13;54247
14;54247
15;54247
16;54247
17;54247
18;54247
19;54247
20;54247
21;54247
22;54247
23;54247
24;54247
25;54247
26;54247
27;54247
28;54247
29;54247
30;54247
31;54247
32;54247
33;54247
34;54247
35;54247
36;54247
37;54247
38;54247
39;54247
40;54247
41;54247
42;54247
43;54247
44;54247
45;54247
46;54247
47;54247
48;54247
49;54247
50;54247
51;54247
52;54247
53;54247
54;54247
55;54247
56;54247
57;54247
58;54247
59;54247
60;54247
