Czas w sekundach;Wartość funkcji celu
0;7704
1;3690
2;3690
3;3690
4;3690
5;3690
6;3690
7;3690
8;3690
9;3690
10;3690
11;3690
12;3690
13;3690
14;3690
15;3690
16;3690
17;3690
18;3690
19;3690
20;3690
21;3690
22;3690
23;3690
24;3690
25;3690
26;3690
27;3690
28;3690
29;3690
30;3690
31;3690
32;3690
33;3690
34;3690
35;3690
36;3690
37;3690
38;3690
39;3690
40;3690
41;3690
42;3690
43;3690
44;3690
45;3690
46;3690
47;3690
48;3690
49;3690
50;3690
51;3690
52;3690
53;3690
54;3690
55;3690
56;3690
57;3690
58;3690
59;3690
60;3690
