Czas w sekundach;Wartość funkcji celu
0;66339
1;60057
2;60057
3;60057
4;60057
5;59695
6;59695
7;58897
8;58897
9;58897
10;58897
11;58897
12;58897
13;58897
14;58897
15;58897
16;58897
17;58897
18;58897
19;58897
20;58897
21;58897
22;58897
23;58897
24;58897
25;58897
26;58897
27;58897
28;58897
29;58897
30;58897
31;58897
32;58897
33;58897
34;58897
35;58897
36;58897
37;58897
38;58897
39;58897
40;58897
41;58897
42;58897
43;58897
44;58897
45;58897
46;58897
47;58897
48;58897
49;58897
50;58897
51;58897
52;58897
53;58897
54;58897
55;58897
56;58897
57;58897
58;58897
59;58897
60;58897
