Czas w sekundach;Wartość funkcji celu
0;66343
1;55085
2;54405
3;52580
4;52555
5;52555
6;51976
7;50257
8;49381
9;48882
10;48882
11;48882
12;48882
13;48882
14;48882
15;48882
16;48882
17;48882
18;48882
19;48882
20;48882
21;48882
22;48882
23;48882
24;48882
25;48882
26;48882
27;48882
28;48882
29;48882
30;48882
31;48882
32;48882
33;48882
34;48882
35;48882
36;48882
37;48882
38;48882
39;48882
40;48882
41;48882
42;48882
43;48882
44;48882
45;48882
46;48882
47;48882
48;48882
49;48882
50;48882
51;48882
52;48882
53;48882
54;48882
55;48882
56;48882
57;48882
58;48882
59;48882
60;48882
