Czas w sekundach;Wartość funkcji celu
0;21852
1;18522
2;18007
3;18007
4;18007
5;18007
6;16288
7;16288
8;16288
9;16288
10;16288
11;16288
12;16288
13;16288
14;16288
15;16288
16;16288
17;16288
18;16288
19;16288
20;16288
21;16288
22;16288
23;16288
24;16288
25;16288
26;16288
27;16288
28;16288
29;16288
30;16288
31;16288
32;16288
33;16288
34;16288
35;16288
36;16288
37;16288
38;16288
39;16288
40;16288
41;16288
42;16288
43;16288
44;16288
45;16288
46;16288
47;16288
48;16288
49;16288
50;16288
51;16288
52;16288
53;16288
54;16288
55;16288
56;16288
57;16288
58;16288
59;16288
60;16288
