Czas w sekundach;Wartość funkcji celu
0;23889
1;22788
2;22594
3;22367
4;22367
5;22367
6;22367
7;22367
8;22367
9;22081
10;21596
11;21596
12;21596
13;21596
14;21596
15;21596
16;21596
17;21596
18;21596
19;21596
20;21596
21;21596
22;21596
23;21596
24;21596
25;21596
26;21596
27;21596
28;21596
29;21150
30;21150
31;21150
32;21150
33;21150
34;21150
35;21150
36;21150
37;21150
38;21150
39;21150
40;21150
41;21150
42;21150
43;21150
44;21150
45;21150
46;21150
47;21150
48;21150
49;21150
50;21150
51;21150
52;21150
53;21150
54;21150
55;21150
56;21150
57;21150
58;21150
59;21150
60;21150
