Czas w sekundach;Wartość funkcji celu
0;24318
1;22189
2;22033
3;22033
4;22033
5;22033
6;22033
7;22033
8;22033
9;22033
10;22033
11;22033
12;22033
13;22033
14;22033
15;22033
16;22033
17;22033
18;22033
19;22033
20;22033
21;22033
22;22033
23;22033
24;22033
25;22033
26;22033
27;22033
28;22033
29;22033
30;22033
31;22033
32;21991
33;21991
34;21991
35;21991
36;21991
37;21991
38;21991
39;21991
40;21991
41;21991
42;21991
43;21991
44;21991
45;21991
46;21991
47;21991
48;21991
49;21991
50;21991
51;21991
52;21991
53;21991
54;21991
55;21991
56;21910
57;21910
58;21910
59;21910
60;21910
