Czas w sekundach;Wartość funkcji celu
0;22545
1;17951
2;17252
3;16688
4;16688
5;16688
6;16688
7;16688
8;16688
9;16688
10;16688
11;16688
12;16688
13;16688
14;16688
15;16688
16;16688
17;16688
18;16688
19;16688
20;16688
21;16688
22;16688
23;16688
24;16688
25;16688
26;16688
27;16688
28;16688
29;16688
30;16688
31;16688
32;16688
33;16688
34;16688
35;16688
36;16688
37;16688
38;16688
39;16688
40;16688
41;16688
42;16688
43;16688
44;16688
45;16688
46;16688
47;16585
48;16585
49;16585
50;16585
51;16585
52;16585
53;16585
54;16585
55;16585
56;16585
57;16585
58;16585
59;16585
60;16585
