Czas w sekundach;Wartość funkcji celu
0;14973
1;14973
2;14973
3;14973
4;14973
5;14973
6;14973
7;14973
8;14973
9;14973
10;14973
11;14973
12;14973
13;14973
14;14973
15;14973
16;14973
17;14973
18;14973
19;14973
20;14973
21;14973
22;14973
23;14973
24;14973
25;14973
26;14973
27;14973
28;14973
29;14973
30;14973
31;14973
32;14973
33;14973
34;14973
35;14973
36;14973
37;14973
38;14973
39;14973
40;14973
41;14973
42;14973
43;14973
44;14973
45;14973
46;14973
47;14973
48;14973
49;14973
50;14973
51;14973
52;14973
53;14973
54;14973
55;14973
56;14973
57;14973
58;14973
59;14973
60;14973
