Czas w sekundach;Wartość funkcji celu
0;24044
1;21986
2;21704
3;20440
4;19275
5;18303
6;18085
7;17677
8;17436
9;17067
10;16780
11;16518
12;16401
13;15727
14;15592
15;15592
16;14782
17;13816
18;13738
19;13583
20;13347
21;13347
22;13143
23;12844
24;12288
25;12150
26;11998
27;11817
28;11531
29;11424
30;11329
31;11203
32;11099
33;11099
34;11099
35;10959
36;10828
37;10828
38;10828
39;10802
40;10732
41;10691
42;10691
43;10691
44;10538
45;10440
46;10384
47;10270
48;10256
49;10256
50;10233
51;10112
52;10112
53;9972
54;9889
55;9889
56;9889
57;9889
58;9889
59;9889
60;9889
