Czas w sekundach;Wartość funkcji celu
0;7621
1;5575
2;5026
3;4332
4;4132
5;3865
6;3764
7;3715
8;3558
9;3558
10;3558
11;3558
12;3558
13;3558
14;3558
15;3558
16;3558
17;3558
18;3558
19;3558
20;3558
21;3558
22;3558
23;3558
24;3558
25;3558
26;3558
27;3558
28;3558
29;3558
30;3558
31;3558
32;3558
33;3558
34;3558
35;3558
36;3558
37;3558
38;3558
39;3558
40;3558
41;3558
42;3558
43;3558
44;3558
45;3558
46;3558
47;3558
48;3558
49;3558
50;3558
51;3558
52;3558
53;3558
54;3558
55;3558
56;3558
57;3558
58;3558
59;3558
60;3558
