Czas w sekundach;Wartość funkcji celu
0;66915
1;58538
2;58538
3;58538
4;55986
5;55986
6;55986
7;53391
8;53391
9;53391
10;52803
11;52803
12;51695
13;51695
14;51695
15;51695
16;51695
17;51695
18;51695
19;51695
20;51695
21;51695
22;51695
23;51695
24;51695
25;51695
26;51227
27;51227
28;51227
29;51227
30;51227
31;51227
32;51227
33;51227
34;51227
35;51227
36;50638
37;50638
38;50638
39;50638
40;50638
41;50638
42;50638
43;50638
44;50638
45;50638
46;50638
47;50638
48;50638
49;50638
50;50638
51;50638
52;50638
53;50638
54;50638
55;50638
56;50638
57;50638
58;50638
59;50638
60;50638
