Czas w sekundach;Wartość funkcji celu
0;14721
1;14721
2;14721
3;14721
4;14721
5;14721
6;14721
7;14721
8;14721
9;14721
10;14721
11;14721
12;14721
13;14721
14;14721
15;14721
16;14721
17;14721
18;14721
19;14721
20;14721
21;14721
22;14721
23;14721
24;14721
25;14721
26;14721
27;14721
28;14721
29;14721
30;14721
31;14721
32;14721
33;14721
34;14721
35;14721
36;14721
37;14721
38;14721
39;14721
40;14721
41;14721
42;14721
43;14721
44;14721
45;14721
46;14721
47;14721
48;14721
49;14721
50;14721
51;14721
52;14721
53;14721
54;14721
55;14721
56;14721
57;14721
58;14721
59;14721
60;14721
