Czas w sekundach;Wartość funkcji celu
0;7460
1;6250
2;6250
3;5724
4;5724
5;5478
6;5357
7;5350
8;4882
9;4549
10;4549
11;4549
12;4371
13;4371
14;4371
15;4351
16;4351
17;4351
18;4318
19;4104
20;4104
21;4000
22;4000
23;3862
24;3862
25;3862
26;3862
27;3862
28;3733
29;3733
30;3733
31;3624
32;3624
33;3624
34;3624
35;3624
36;3624
37;3624
38;3624
39;3624
40;3624
41;3624
42;3624
43;3624
44;3624
45;3624
46;3624
47;3624
48;3624
49;3624
50;3624
51;3624
52;3624
53;3624
54;3624
55;3624
56;3624
57;3624
58;3624
59;3624
60;3624
