Czas w sekundach;Wartość funkcji celu
0;7505
1;6179
2;6116
3;6116
4;6116
5;6116
6;6116
7;6116
8;6116
9;6116
10;6082
11;6082
12;6082
13;6082
14;6082
15;5918
16;5918
17;5918
18;5918
19;5918
20;5918
21;5918
22;5918
23;5918
24;5918
25;5918
26;5918
27;5918
28;5918
29;5918
30;5918
31;5918
32;5918
33;5918
34;5918
35;5918
36;5918
37;5918
38;5918
39;5918
40;5918
41;5918
42;5918
43;5918
44;5918
45;5918
46;5918
47;5918
48;5918
49;5918
50;5918
51;5918
52;5918
53;5918
54;5918
55;5918
56;5918
57;5918
58;5918
59;5918
60;5918
