Czas w sekundach;Wartość funkcji celu
0;67132
1;60849
2;60849
3;60849
4;59499
5;59499
6;59499
7;59499
8;59499
9;59499
10;59499
11;59499
12;59499
13;59499
14;59499
15;59499
16;59499
17;59499
18;58747
19;58747
20;58747
21;58747
22;58747
23;58747
24;58747
25;58747
26;58747
27;58747
28;58747
29;58747
30;58747
31;58747
32;58747
33;58747
34;58747
35;58747
36;58747
37;58747
38;58713
39;58713
40;58713
41;58713
42;58713
43;58713
44;58713
45;58713
46;58713
47;58713
48;58713
49;58713
50;58713
51;58713
52;58713
53;58713
54;58713
55;58713
56;58713
57;58713
58;58713
59;58713
60;58713
