Czas w sekundach;Wartość funkcji celu
0;3575
1;3163
2;3163
3;3163
4;3163
5;3163
6;3163
7;3163
8;3163
9;3163
10;3163
11;3163
12;3163
13;3163
14;3163
15;3163
16;3163
17;3163
18;3163
19;3163
20;3163
21;3163
22;3163
23;3163
24;3163
25;3163
26;3163
27;3163
28;3163
29;3163
30;3163
31;3163
32;3163
33;3163
34;3163
35;3163
36;3163
37;3163
38;3163
39;3163
40;3163
41;3163
42;3163
43;3163
44;3163
45;3163
46;3163
47;3163
48;3163
49;3163
50;3163
51;3163
52;3163
53;3163
54;3163
55;3163
56;3163
57;3163
58;3163
59;3163
60;3163
60;3163
