Czas w sekundach;Wartość funkcji celu
0;66939
1;54781
2;51230
3;50095
4;49317
5;49317
6;49317
7;49317
8;49317
9;49317
10;49317
11;49317
12;49317
13;49317
14;49317
15;49317
16;49317
17;49317
18;49317
19;49317
20;49317
21;49317
22;49317
23;49317
24;49317
25;49317
26;49317
27;49317
28;49317
29;49317
30;49317
31;49317
32;49317
33;49317
34;49317
35;49317
36;49317
37;49317
38;49317
39;49317
40;49317
41;49317
42;49317
43;49317
44;49317
45;49317
46;49317
47;49317
48;49317
49;49317
50;49317
51;49317
52;49317
53;49317
54;49317
55;49317
56;49317
57;49317
58;49317
59;49317
60;49317
