Czas w sekundach;Wartość funkcji celu
0;3504
1;2386
2;2278
3;2035
4;1857
5;1856
6;1856
7;1842
8;1829
9;1713
10;1522
11;1522
12;1522
13;1522
14;1522
15;1522
16;1522
17;1522
18;1522
19;1522
20;1522
21;1522
22;1522
23;1522
24;1522
25;1522
26;1522
27;1522
28;1522
29;1522
30;1522
31;1522
32;1522
33;1522
34;1522
35;1522
36;1522
37;1522
38;1522
39;1522
40;1522
41;1522
42;1522
43;1522
44;1522
45;1522
46;1522
47;1522
48;1522
49;1522
50;1522
51;1522
52;1522
53;1522
54;1522
55;1522
56;1522
57;1522
58;1522
59;1522
60;1522
60;1522
