Czas w sekundach;Wartość funkcji celu
0;7540
1;6424
2;6424
3;6184
4;6184
5;6184
6;6184
7;6184
8;6184
9;6184
10;6184
11;6184
12;6184
13;6184
14;6184
15;6184
16;6184
17;6184
18;6125
19;6125
20;6125
21;6125
22;6078
23;6078
24;6078
25;6078
26;6078
27;6078
28;6078
29;6078
30;6078
31;6078
32;6078
33;6078
34;6078
35;6078
36;6078
37;6078
38;6078
39;6078
40;6078
41;6078
42;6078
43;6078
44;6078
45;6078
46;6078
47;6078
48;6078
49;6078
50;6078
51;6078
52;6078
53;6078
54;6078
55;6078
56;6078
57;6078
58;6078
59;6078
60;6078
