Czas w sekundach;Wartość funkcji celu
0;22331
1;15924
2;14473
3;11328
4;10716
5;10649
6;10649
7;10649
8;10649
9;10649
10;10649
11;10649
12;10649
13;10649
14;10649
15;10649
16;10649
17;10649
18;10649
19;10649
20;10649
21;10649
22;10649
23;10649
24;10649
25;10649
26;10649
27;10649
28;10649
29;10649
30;10649
31;10649
32;10649
33;10649
34;10649
35;10649
36;10649
37;10649
38;10649
39;10649
40;10649
41;10649
42;10649
43;10649
44;10649
45;10649
46;10649
47;10649
48;10649
49;10649
50;10649
51;10649
52;10649
53;10649
54;10649
55;10649
56;10649
57;10649
58;10649
59;10649
60;10649
