Czas w sekundach;Wartość funkcji celu
0;23759
1;22709
2;22684
3;22168
4;22068
5;22068
6;22068
7;22068
8;22068
9;22068
10;22068
11;22068
12;22068
13;22068
14;22068
15;22068
16;22068
17;22068
18;22068
19;22068
20;22068
21;22068
22;22068
23;22068
24;22068
25;22068
26;22068
27;22068
28;22068
29;22068
30;22068
31;22068
32;22068
33;22068
34;22068
35;21910
36;21910
37;21910
38;21910
39;21883
40;21883
41;21883
42;21883
43;21883
44;21883
45;21883
46;21883
47;21883
48;21883
49;21883
50;21883
51;21883
52;21883
53;21883
54;21883
55;21883
56;21883
57;21883
58;21883
59;21883
60;21883
