Czas w sekundach;Wartość funkcji celu
0;24368
1;22423
2;22423
3;22423
4;22423
5;22260
6;22260
7;22260
8;22260
9;22219
10;22111
11;22111
12;22111
13;22111
14;22111
15;22015
16;21344
17;21344
18;21344
19;21344
20;21344
21;21344
22;21344
23;21344
24;21344
25;21344
26;21344
27;21344
28;21344
29;21344
30;21344
31;21344
32;21344
33;21344
34;21344
35;21344
36;21344
37;21344
38;21344
39;21344
40;21344
41;21344
42;21344
43;21344
44;21344
45;21344
46;21344
47;21344
48;21344
49;21344
50;21344
51;21344
52;21344
53;21344
54;21344
55;21344
56;21344
57;21344
58;21344
59;21344
60;21344
