Czas w sekundach;Wartość funkcji celu
0;67081
1;41711
2;41340
3;41340
4;41340
5;41340
6;41340
7;41340
8;41340
9;41340
10;41291
11;41291
12;41291
13;41291
14;41291
15;41291
16;41291
17;41291
18;41291
19;41107
20;41107
21;41107
22;41107
23;41107
24;41021
25;41021
26;41021
27;41021
28;41021
29;41021
30;41021
31;41021
32;41021
33;41021
34;41021
35;41021
36;41021
37;41021
38;41021
39;41021
40;41021
41;41021
42;41021
43;41021
44;41021
45;40947
46;40947
47;40947
48;40947
49;40947
50;40947
51;40947
52;40947
53;40947
54;40947
55;40947
56;40947
57;40947
58;40947
59;40947
60;40947
