Czas w sekundach;Wartość funkcji celu
0;22804
1;11926
2;11926
3;11926
4;11926
5;11926
6;11926
7;11926
8;11926
9;11926
10;11926
11;11926
12;11926
13;11926
14;11926
15;11926
16;11926
17;11926
18;11926
19;11926
20;11926
21;11926
22;11926
23;11926
24;11926
25;11926
26;11926
27;11926
28;11926
29;11926
30;11926
31;11926
32;11926
33;11926
34;11926
35;11926
36;11926
37;11926
38;11926
39;11926
40;11926
41;11926
42;11926
43;11926
44;11926
45;11926
46;11926
47;11926
48;11926
49;11926
50;11926
51;11926
52;11926
53;11926
54;11926
55;11926
56;11926
57;11926
58;11926
59;11926
60;11926
