Czas w sekundach;Wartość funkcji celu
0;14472
1;14472
2;14472
3;14472
4;14472
5;14472
6;14472
7;14472
8;14472
9;14472
10;14472
11;14472
12;14472
13;14472
14;14472
15;14472
16;14472
17;14472
18;14472
19;14472
20;14472
21;14472
22;14472
23;14472
24;14472
25;14472
26;14472
27;14472
28;14472
29;14472
30;14472
31;14472
32;14472
33;14472
34;14472
35;14472
36;14472
37;14472
38;14472
39;14472
40;14472
41;14472
42;14472
43;14472
44;14472
45;14472
46;14472
47;14472
48;14472
49;14472
50;14472
51;14472
52;14472
53;14472
54;14472
55;14472
56;14472
57;14472
58;14472
59;14472
60;14472
